id,title,label,filtered_words_str
F115,Immortal Jellyfish Confirmed by Sources,FAKE,"quality,affect,attack,force,money,stay.,probably,pass,behind,ready,people.,—,shocking,claims,immortal,jellyfish,surface,internet."
R031,New Report on Education,REAL,"key,win,add,spring,great,sound,cultural,evidence.,structure,politics,know,drug,plant,knowledge,tend,beat.,experts,discuss,ongoing,developments,education."
R190,New Report on Research,REAL,"dark,participant,either,true,economic,sell.,hot,talk,behind.,financial,scientist,door,trial,source,such.,experts,discuss,ongoing,developments,research."
F057,Mind Control Confirmed by Sources,FAKE,"lawyer,somebody,film,allow,author,else.,—,shocking,claims,mind,control,surface,internet."
F158,Immortal Jellyfish Confirmed by Sources,FAKE,"exist,become,day,either,interest,require,scientist.,wife,support,traditional,almost,east,feel,community.,—,shocking,claims,immortal,jellyfish,surface,internet."
F234,Flat Earth Confirmed by Sources,FAKE,"marriage,tax,executive,old.,us,front,final,require,return,third,behavior,ago.,—,shocking,claims,flat,earth,surface,internet."
F155,Flat Earth Confirmed by Sources,FAKE,"despite,across,close,source.,sister,time,store,picture,land.,—,shocking,claims,flat,earth,surface,internet."
F106,Flat Earth Confirmed by Sources,FAKE,"police,realize,election,commercial,others,travel.,significant,accept,whole,future.,benefit,pm,gun,pressure,nearly.,—,shocking,claims,flat,earth,surface,internet."
R051,New Report on Policy,REAL,"end,find,job,newspaper,control.,almost,southern,dark,arrive,building.,experts,discuss,ongoing,developments,policy."
R203,New Report on Education,REAL,"measure,must,tonight,like,year.,blood,computer,difference,beat,animal,treat,bed.,experts,discuss,ongoing,developments,education."
F063,Secret Cure Confirmed by Sources,FAKE,"later,green,art,believe,easy,hand.,take,rise,important,effort,father,write.,—,shocking,claims,secret,cure,surface,internet."
R080,New Report on Policy,REAL,"country,federal,collection,memory,agent.,suggest,friend,discuss,training.,protect,magazine,ago,pattern.,experts,discuss,ongoing,developments,policy."
R226,New Report on Public Health,REAL,"management,take,able,describe,send.,card,room,race,tough,whether.,guy,staff,light.,experts,discuss,ongoing,developments,public,health."
F144,Hoax Confirmed by Sources,FAKE,"pm,public,current,year.,institution,arrive,far,officer,sense.,physical,sound,look,list,each.,—,shocking,claims,hoax,surface,internet."
F241,Flat Earth Confirmed by Sources,FAKE,"remain,also,go,pm,anything,church,total,course.,conference,budget,boy,case,pressure,child,kind.,—,shocking,claims,flat,earth,surface,internet."
R150,New Report on Election,REAL,"raise,company,across,exist.,quite,beat,significant,physical,executive.,experts,discuss,ongoing,developments,election."
R153,New Report on Research,REAL,"stuff,individual,discover,bar,test,value.,specific,husband,up.,certain,rich,growth.,experts,discuss,ongoing,developments,research."
F175,Hoax Confirmed by Sources,FAKE,"development,night,player,author,hope.,—,shocking,claims,hoax,surface,internet."
F161,Immortal Jellyfish Confirmed by Sources,FAKE,"shake,notice,whose,break.,might,ahead,natural,necessary,conference,especially,data.,second,officer,contain,record,success,knowledge,believe.,seat,actually,every,nearly,provide.,—,shocking,claims,immortal,jellyfish,surface,internet."
F147,Secret Cure Confirmed by Sources,FAKE,"different,new,radio,college.,—,shocking,claims,secret,cure,surface,internet."
F018,Secret Cure Confirmed by Sources,FAKE,"put,prepare,realize,myself.,right,think,bar,hospital,former,happen.,—,shocking,claims,secret,cure,surface,internet."
F211,Celebrity Scandal Confirmed by Sources,FAKE,"idea,sister,compare.,theory,score,mother.,—,shocking,claims,celebrity,scandal,surface,internet."
R117,New Report on Research,REAL,"rule,hour,provide.,late,lay,party,bring,friend.,experts,discuss,ongoing,developments,research."
F016,Aliens Confirmed by Sources,FAKE,"write,air,cultural,car,receive,actually,fact.,middle,meet,democrat,situation,reduce,often,anything,five.,population,include,phone,approach,body,stock,news.,—,shocking,claims,aliens,surface,internet."
F029,Flat Earth Confirmed by Sources,FAKE,"chair,war,law,political,fall,get,require.,pull,dog,drive,floor.,—,shocking,claims,flat,earth,surface,internet."
F205,Celebrity Scandal Confirmed by Sources,FAKE,"figure,nature,since,poor.,short,time,officer,along,join,detail,bit,education.,poor,affect,particularly,model,budget,would.,—,shocking,claims,celebrity,scandal,surface,internet."
R112,New Report on Economic Growth,REAL,"level,short,experience,compare,popular,song.,hundred,reason,hold,step.,toward,science,still,cut,society.,experts,discuss,ongoing,developments,economic,growth."
F218,Government Cover-Up Confirmed by Sources,FAKE,"need,realize,player,clearly,figure.,west,choose,present,right,nothing,future,together.,third,imagine,leave,section,property,several.,—,shocking,claims,government,cover-up,surface,internet."
R187,New Report on Education,REAL,"citizen,experience,need,easy.,family,buy,call,not.,cup,concern,worry,generation,news,sense,analysis.,experts,discuss,ongoing,developments,education."
F087,Celebrity Scandal Confirmed by Sources,FAKE,"red,establish,quality,quite.,development,sing,control,kitchen,goal,civil.,late,central,financial,ever,scene,career.,—,shocking,claims,celebrity,scandal,surface,internet."
R171,New Report on Education,REAL,"remain,build,throughout.,test,door,machine,technology.,experts,discuss,ongoing,developments,education."
R113,New Report on Technology Breakthrough,REAL,"others,single,near,suddenly,approach,value,mrs,television.,present,radio,piece,impact.,stand,type,important,require,draw,within,major.,us,share,wait.,experts,discuss,ongoing,developments,technology,breakthrough."
R222,New Report on Public Health,REAL,"hear,though,within,shake.,free,style,keep,despite,wonder,value,finish.,body,work,vote,republican,say,during.,experts,discuss,ongoing,developments,public,health."
F233,Secret Cure Confirmed by Sources,FAKE,"part,certainly,particularly,section,actually,stock,later.,office,might,order,assume,part,control.,simple,card,social,information,floor,forward,system.,moment,charge,building,provide,seat.,—,shocking,claims,secret,cure,surface,internet."
R223,New Report on Climate Change,REAL,"word,seek,seat,character.,water,agree,page,play,customer,here.,analysis,front,service,floor,college,office.,experts,discuss,ongoing,developments,climate,change."
F224,Secret Cure Confirmed by Sources,FAKE,"court,total,capital,view,pressure,avoid.,step,interesting,black,five.,force,laugh,family,free,support.,—,shocking,claims,secret,cure,surface,internet."
R181,New Report on Climate Change,REAL,"charge,save,trade.,deep,station,organization.,experts,discuss,ongoing,developments,climate,change."
R056,New Report on Public Health,REAL,"unit,class,sort,since.,view,one,cup,worker,mr,word,machine.,threat,real,long,benefit.,protect,officer,stock,election.,experts,discuss,ongoing,developments,public,health."
R110,New Report on Education,REAL,"partner,vote,fire,project,easy,sense.,approach,box,attack,body,way,test,prevent,office.,experts,discuss,ongoing,developments,education."
R219,New Report on Education,REAL,"listen,stock,new,foreign,article,consider,southern.,sort,need,get,street.,sense,respond,project,value,senior.,forget,series,know,family,second,month.,experts,discuss,ongoing,developments,education."
R224,New Report on Education,REAL,"order,key,among,environmental,never,image.,let,hospital,course,day.,experts,discuss,ongoing,developments,education."
F178,Immortal Jellyfish Confirmed by Sources,FAKE,"town,bed,free,hit,entire,always.,brother,measure,material.,reflect,stage,pass,conference,out.,—,shocking,claims,immortal,jellyfish,surface,internet."
F074,Secret Cure Confirmed by Sources,FAKE,"young,others,one,culture,also,particularly,protect,unit.,room,simply,relationship,hear,several,career,owner.,—,shocking,claims,secret,cure,surface,internet."
R034,New Report on Budget Report,REAL,"since,sister,serve,fall,fear.,describe,certainly,available.,general,yet,test,work,speech,task.,experts,discuss,ongoing,developments,budget,report."
R095,New Report on Policy,REAL,"push,young,describe,with.,body,personal,still,method,million.,control,visit,themselves.,experts,discuss,ongoing,developments,policy."
F011,Aliens Confirmed by Sources,FAKE,"new,product,hear.,front,statement,within.,serious,international,money.,—,shocking,claims,aliens,surface,internet."
R162,New Report on Policy,REAL,"rather,want,world,fight.,third,owner,image,foot.,experts,discuss,ongoing,developments,policy."
R218,New Report on Election,REAL,"one,reason,we.,party,computer,week,school,land.,public,meet,unit,two,test,behind,foreign.,experts,discuss,ongoing,developments,election."
F136,Miracle Drug Confirmed by Sources,FAKE,"word,save,together,threat,test,safe.,baby,within,occur,seat,whatever,discussion,activity.,—,shocking,claims,miracle,drug,surface,internet."
R108,New Report on Economic Growth,REAL,"home,visit,war,summer,responsibility,interesting,score.,national,mean,debate,box,fear.,use,attorney,present,wide,middle.,experts,discuss,ongoing,developments,economic,growth."
R186,New Report on Research,REAL,"decision,enough,center,west,result,beautiful.,professor,population,personal,benefit,maintain,seem,discussion,no.,experts,discuss,ongoing,developments,research."
R248,New Report on Technology Breakthrough,REAL,"participant,increase,option,every.,eye,fall,watch,simple,grow,newspaper,certainly.,mrs,tree,performance,idea,up.,experts,discuss,ongoing,developments,technology,breakthrough."
F045,Immortal Jellyfish Confirmed by Sources,FAKE,"break,mother,usually,card.,federal,later,choice,commercial,fine,community.,—,shocking,claims,immortal,jellyfish,surface,internet."
F092,Secret Cure Confirmed by Sources,FAKE,"thought,major,center,civil,task,responsibility,discover.,country,dog.,final,newspaper,begin.,—,shocking,claims,secret,cure,surface,internet."
R100,New Report on Technology Breakthrough,REAL,"ago,letter,beautiful,seek,like.,choice,important,peace,investment.,experts,discuss,ongoing,developments,technology,breakthrough."
F075,Miracle Drug Confirmed by Sources,FAKE,"check,management,line,mean.,fall,design,win,check,available,even,spring.,company,day,read,total.,cold,need,site,yard,peace.,—,shocking,claims,miracle,drug,surface,internet."
R059,New Report on Technology Breakthrough,REAL,"whether,message,face,yet,capital,use,stay,factor.,mr,billion,alone,individual.,positive,wrong,difference,book,matter.,experts,discuss,ongoing,developments,technology,breakthrough."
F213,Hoax Confirmed by Sources,FAKE,"red,store,white,wonder,science,people.,financial,left,end,federal,process,call.,computer,us,thus,deep,nation,song,choose.,—,shocking,claims,hoax,surface,internet."
R233,New Report on Education,REAL,"class,speak,whatever,avoid,skin.,author,happy,simply,red,network,court.,experts,discuss,ongoing,developments,education."
F072,Mind Control Confirmed by Sources,FAKE,"rate,within,heart,account,left,guess,dream,sort.,think,half,standard,card,exactly,nothing.,section,seat,similar,person,story.,—,shocking,claims,mind,control,surface,internet."
R184,New Report on Budget Report,REAL,"nearly,change,every,lose,name,quite,maybe,summer.,foreign,item,land,four.,experts,discuss,ongoing,developments,budget,report."
F134,Secret Cure Confirmed by Sources,FAKE,"movement,order,within,give,fear,show.,ago,responsibility,exist,significant.,—,shocking,claims,secret,cure,surface,internet."
R096,New Report on Research,REAL,"serve,fine,edge,pick.,development,open,car,despite,represent,mean.,experts,discuss,ongoing,developments,research."
R020,New Report on Policy,REAL,"security,half,unit.,experts,discuss,ongoing,developments,policy."
R067,New Report on Policy,REAL,"prevent,admit,great,mrs,statement.,decade,stand,reveal,hear,movie,dinner,right,short.,teacher,forward,remember,mean,begin,wrong.,experts,discuss,ongoing,developments,policy."
R215,New Report on Education,REAL,"recognize,although,every,official.,simply,safe,possible,deep,month,image.,able,share,big,dinner,leader.,experts,discuss,ongoing,developments,education."
R127,New Report on Policy,REAL,"real,affect,strong,bed,four,hair.,trouble,reveal,great,relationship,reason.,light,mrs,stage,back,imagine,wind,chair.,experts,discuss,ongoing,developments,policy."
R235,New Report on Technology Breakthrough,REAL,"language,create,board,fish,behavior.,benefit,safe,often,fund,debate.,experts,discuss,ongoing,developments,technology,breakthrough."
R163,New Report on Climate Change,REAL,"exactly,prepare,take,number,side.,experts,discuss,ongoing,developments,climate,change."
R002,New Report on Education,REAL,"hair,law,structure,land,citizen.,wear,support,lose,light,soldier,side.,relationship,tonight,try,image,property,nothing,his.,experts,discuss,ongoing,developments,education."
R021,New Report on Education,REAL,"concern,market,rich,heavy,discover,concern.,thought,thus,know,benefit,must,mr.,system,kid,article,trade,reach,item,know.,experts,discuss,ongoing,developments,education."
R013,New Report on Technology Breakthrough,REAL,"building,base,beat.,evening,toward,ever,way,white,while.,experts,discuss,ongoing,developments,technology,breakthrough."
F195,Flat Earth Confirmed by Sources,FAKE,"officer,purpose,explain,animal.,figure,hotel,kid,manage.,—,shocking,claims,flat,earth,surface,internet."
R101,New Report on Research,REAL,"democrat,glass,finish,rate,another,mention,ahead.,experts,discuss,ongoing,developments,research."
R055,New Report on Research,REAL,"choose,lead,others,general,writer,investment,side,common.,street,professional,trouble.,charge,none,nothing,imagine.,experts,discuss,ongoing,developments,research."
F190,Secret Cure Confirmed by Sources,FAKE,"third,radio,star,scientist,travel.,american,head,sea,shoulder,ability,be.,experience,might,cell,fly,true.,—,shocking,claims,secret,cure,surface,internet."
R004,New Report on Education,REAL,"season,past,production,president,particularly,figure.,yeah,six,direction,debate.,experts,discuss,ongoing,developments,education."
F080,Celebrity Scandal Confirmed by Sources,FAKE,"deep,interview,figure,although.,marriage,investment,marriage,similar,continue,create.,science,capital,five,information,political,ground.,—,shocking,claims,celebrity,scandal,surface,internet."
F049,Hoax Confirmed by Sources,FAKE,"thought,everyone,rate,factor,course.,standard,point,travel,several,left.,foot,many,cold,agent,garden.,—,shocking,claims,hoax,surface,internet."
F184,Secret Cure Confirmed by Sources,FAKE,"buy,brother,stuff,conference,edge.,everybody,ago,gun,machine,beat,could.,forward,garden,here.,according,clear,large.,—,shocking,claims,secret,cure,surface,internet."
F030,Secret Cure Confirmed by Sources,FAKE,"voice,wife,expect,stuff.,identify,region,against.,condition,never,grow,bit,need,thus.,—,shocking,claims,secret,cure,surface,internet."
R213,New Report on Budget Report,REAL,"manage,price.,evening,health,raise,world,board,find,effect.,experts,discuss,ongoing,developments,budget,report."
F128,Immortal Jellyfish Confirmed by Sources,FAKE,"letter,later,material,number.,science,fund,hair,quickly,interview,into.,reflect,feeling,follow,recently,article,show.,—,shocking,claims,immortal,jellyfish,surface,internet."
R231,New Report on Policy,REAL,"account,ask,local,standard,sit,thought,yourself.,try,leave,door,skin,campaign.,election,none,meet,order,chance,force,fast.,experts,discuss,ongoing,developments,policy."
R061,New Report on Technology Breakthrough,REAL,"send,action,try.,include,wife,activity,produce,style.,experts,discuss,ongoing,developments,technology,breakthrough."
R137,New Report on Education,REAL,"billion,information,participant,behind,politics.,chair,foreign,attorney,city,physical,television,where.,window,cold,particularly,somebody.,experts,discuss,ongoing,developments,education."
R185,New Report on Technology Breakthrough,REAL,"business,market,change,common,site,myself.,institution,industry,yet,color,investment.,experts,discuss,ongoing,developments,technology,breakthrough."
R204,New Report on Technology Breakthrough,REAL,"big,deep,middle,six,garden,city,door.,machine,thought,century,not.,experts,discuss,ongoing,developments,technology,breakthrough."
F217,Immortal Jellyfish Confirmed by Sources,FAKE,"around,southern,probably,necessary.,—,shocking,claims,immortal,jellyfish,surface,internet."
F176,Miracle Drug Confirmed by Sources,FAKE,"environment,size,action,dark.,purpose,democratic,available,argue,hotel,energy,after.,pick,us,capital,large,system.,—,shocking,claims,miracle,drug,surface,internet."
R245,New Report on Technology Breakthrough,REAL,"financial,worry,author.,experience,catch,world,clear.,experts,discuss,ongoing,developments,technology,breakthrough."
R104,New Report on Election,REAL,"interview,avoid,stuff,yeah.,word,since,recognize,subject.,stock.,experts,discuss,ongoing,developments,election."
F156,Flat Earth Confirmed by Sources,FAKE,"spend,design,surface,particular.,education,across,follow,him.,—,shocking,claims,flat,earth,surface,internet."
R194,New Report on Election,REAL,"early,whether.,thousand,line,five,buy.,picture,continue,buy,message,decade.,experts,discuss,ongoing,developments,election."
R161,New Report on Technology Breakthrough,REAL,"painting,different,manager,popular,trial,from.,every,interview,number,record,enough,interest,fire.,significant,account,drive,entire,necessary,resource.,experts,discuss,ongoing,developments,technology,breakthrough."
F113,Immortal Jellyfish Confirmed by Sources,FAKE,"special,notice,hit,theory.,—,shocking,claims,immortal,jellyfish,surface,internet."
F150,Hoax Confirmed by Sources,FAKE,"economic,activity,past,trial,benefit.,eye,public,seven,choice,five.,—,shocking,claims,hoax,surface,internet."
F047,Miracle Drug Confirmed by Sources,FAKE,"similar,fact,tv,attack,alone,crime.,meet,build,board,important,none,southern,air.,six,sister,shake,arm.,picture,item,record,church.,—,shocking,claims,miracle,drug,surface,internet."
F008,Hoax Confirmed by Sources,FAKE,"often,lose,high,traditional,pressure,city.,window,top,official,weight,whole,necessary,interest.,—,shocking,claims,hoax,surface,internet."
F229,Aliens Confirmed by Sources,FAKE,"party,hundred,less.,worry,feel,mention,nice.,follow,nearly,available,significant.,—,shocking,claims,aliens,surface,internet."
R001,New Report on Research,REAL,"hair,three,clear,base.,still,imagine,entire,wear,take,resource,middle.,way,part,budget,onto.,experts,discuss,ongoing,developments,research."
R241,New Report on Public Health,REAL,"capital,month,star,none,hair,pattern.,upon,teach,eight.,last,name,city.,experts,discuss,ongoing,developments,public,health."
R198,New Report on Climate Change,REAL,"low,must,business,throughout,player,successful,economy,movie.,pick,spring,budget,likely,kind,approach,machine.,change,somebody,various,account.,experts,discuss,ongoing,developments,climate,change."
R229,New Report on Research,REAL,"health,experience,generation,main,lay.,language,bank,imagine,local,hit.,question,body,account.,experts,discuss,ongoing,developments,research."
R205,New Report on Public Health,REAL,"travel,reality,table,work,pattern,arm.,apply,hope,accept.,apply,knowledge,tonight,leg,music,tree,authority.,experts,discuss,ongoing,developments,public,health."
F123,Celebrity Scandal Confirmed by Sources,FAKE,"run,final,term,manage,rich,hotel,check,community.,painting,share,hand,member,store,fine,fight.,—,shocking,claims,celebrity,scandal,surface,internet."
F043,Celebrity Scandal Confirmed by Sources,FAKE,"practice,message,back,some.,—,shocking,claims,celebrity,scandal,surface,internet."
F097,Celebrity Scandal Confirmed by Sources,FAKE,"president,explain,decade,cold,owner,space,style,up.,opportunity,away,personal,example.,—,shocking,claims,celebrity,scandal,surface,internet."
R014,New Report on Research,REAL,"account,agency,room,story.,simply,maybe,soldier,enough.,sense,claim,wrong,writer,direction,rich,can.,experts,discuss,ongoing,developments,research."
F005,Flat Earth Confirmed by Sources,FAKE,"guy,ground,behavior,finish,man,operation,not.,money,weight,what.,resource,foot,response,case,language.,—,shocking,claims,flat,earth,surface,internet."
R234,New Report on Research,REAL,"use,pick,carry.,two,town,bar,instead.,experts,discuss,ongoing,developments,research."
F143,Aliens Confirmed by Sources,FAKE,"leg,officer,bill,discuss,score,student.,interesting,watch,center,carry,democrat,american.,standard,character,fill,minute,apply.,—,shocking,claims,aliens,surface,internet."
R073,New Report on Economic Growth,REAL,"certain,show,add,believe.,middle,tax,team,friend.,debate,sea,personal,beat,sign.,building,including,value,read.,experts,discuss,ongoing,developments,economic,growth."
R239,New Report on Education,REAL,"visit,often,best,subject,important,east.,let,similar,tend.,wife,hundred,significant,letter,old,paper.,experts,discuss,ongoing,developments,education."
F181,Aliens Confirmed by Sources,FAKE,"section,energy,party,like,individual,show,agree,worker.,student,threat,test,first,resource,still,or.,cover,election,american,close.,bill,group,prove,foreign.,—,shocking,claims,aliens,surface,internet."
R138,New Report on Election,REAL,"big,law,prevent,section,camera,produce,wife.,treatment,power,think,deal,teacher.,contain,son,eight,difference,thank,today,join.,experts,discuss,ongoing,developments,election."
R172,New Report on Economic Growth,REAL,"security,space,laugh.,brother,remain,region,visit,evening,kitchen,television.,leave,knowledge,way.,experts,discuss,ongoing,developments,economic,growth."
R143,New Report on Policy,REAL,"eat,sit,near,today,lose.,quality,foreign,crime,town,democrat,choose.,experts,discuss,ongoing,developments,policy."
F166,Mind Control Confirmed by Sources,FAKE,"general,positive,future,conference.,feel,role,side,look,size,television,article.,school,staff,employee.,—,shocking,claims,mind,control,surface,internet."
R003,New Report on Budget Report,REAL,"fill,center,record,lot,available,partner.,others,ok,research,article,present,value,determine.,perhaps,country,finally,road.,experts,discuss,ongoing,developments,budget,report."
R167,New Report on Climate Change,REAL,"management,ok,hand,may,become,often,tonight,dinner.,coach,high,marriage,operation,food,dog,important.,quickly,service,right,rest,policy,four.,experts,discuss,ongoing,developments,climate,change."
R183,New Report on Climate Change,REAL,"bag,top,allow,difference,civil.,seven,white,view,support,strategy,no.,matter,ready,manage,case,deal,necessary.,experts,discuss,ongoing,developments,climate,change."
R238,New Report on Technology Breakthrough,REAL,"yet,adult,face,let,approach,attack.,experts,discuss,ongoing,developments,technology,breakthrough."
R041,New Report on Election,REAL,"bag,foreign,conference.,anyone,animal,cause,indicate,soldier,become,if.,experts,discuss,ongoing,developments,election."
F237,Government Cover-Up Confirmed by Sources,FAKE,"world,wrong,strong,almost.,cultural,interest,join,season,arm,ago.,affect,clear,language,small,society,according.,—,shocking,claims,government,cover-up,surface,internet."
R086,New Report on Research,REAL,"effort,image,mr,door,degree,half.,high,east,offer,yet.,experts,discuss,ongoing,developments,research."
R240,New Report on Policy,REAL,"choose,player,member.,fund,pick,tell,couple.,fast,pattern,continue,bank,my.,experts,discuss,ongoing,developments,policy."
R133,New Report on Public Health,REAL,"perhaps,view,million,pressure,player,picture.,someone,civil,research,travel,hold,answer,reflect,certain.,camera,surface,summer,attention.,experts,discuss,ongoing,developments,public,health."
F044,Hoax Confirmed by Sources,FAKE,"audience,many,mind,difficult,daughter,pressure,develop,late.,since,force,born,friend,write,girl,course,increase.,compare,shake,stock,simply.,—,shocking,claims,hoax,surface,internet."
F125,Government Cover-Up Confirmed by Sources,FAKE,"cell,suddenly,ground,region,response.,begin,prove,camera,people.,prevent,suffer,try,later,gas.,edge,shake,eye,camera,positive,employee.,—,shocking,claims,government,cover-up,surface,internet."
F165,Secret Cure Confirmed by Sources,FAKE,"support,today,end,situation.,wrong,blue,week,increase,people.,soldier,important,model,receive,nearly,white.,often,remember,product,attorney,foot.,—,shocking,claims,secret,cure,surface,internet."
F137,Flat Earth Confirmed by Sources,FAKE,"car,technology,still,middle,successful.,moment,want,even,voice,consider.,expert,drop,exist.,—,shocking,claims,flat,earth,surface,internet."
R088,New Report on Research,REAL,"computer,republican,director.,animal,professional,apply,avoid,record,school,bank.,seven,heart,sound,yes,be.,experts,discuss,ongoing,developments,research."
R169,New Report on Technology Breakthrough,REAL,"military,discussion,worker.,age,camera,seven,big.,number,record,difficult,store.,experts,discuss,ongoing,developments,technology,breakthrough."
R193,New Report on Technology Breakthrough,REAL,"leave,many,research,couple,type.,subject,along,hard,tv,agency,west,magazine.,experts,discuss,ongoing,developments,technology,breakthrough."
F247,Mind Control Confirmed by Sources,FAKE,"around,land,guess,remember,american.,—,shocking,claims,mind,control,surface,internet."
R179,New Report on Technology Breakthrough,REAL,"wall,miss,simply,day,mention,reveal,fund.,player,alone.,experts,discuss,ongoing,developments,technology,breakthrough."
F138,Immortal Jellyfish Confirmed by Sources,FAKE,"thing,medical,difficult,simply.,player,cup.,eat,international,choose,cause,hotel,think,marriage.,—,shocking,claims,immortal,jellyfish,surface,internet."
R017,New Report on Policy,REAL,"common,total,national,hear,artist,woman,this.,new,cost,indicate,size,tough,believe.,consumer,program,performance.,experts,discuss,ongoing,developments,policy."
F090,Mind Control Confirmed by Sources,FAKE,"pm,short,project.,sister,garden,old.,serious,wear,cause,last,begin.,—,shocking,claims,mind,control,surface,internet."
F222,Mind Control Confirmed by Sources,FAKE,"thus,pull,interview,subject,reality,daughter,charge,upon.,today,yes,past.,realize,make,foreign,degree,window.,—,shocking,claims,mind,control,surface,internet."
R114,New Report on Climate Change,REAL,"give,letter,serious.,prepare,rise,without,light,thing.,experts,discuss,ongoing,developments,climate,change."
F235,Celebrity Scandal Confirmed by Sources,FAKE,"soldier,thought,white,add,return.,democratic,check,drug,section,industry,newspaper,year,reason.,upon,discussion,game,tree,we.,—,shocking,claims,celebrity,scandal,surface,internet."
F185,Hoax Confirmed by Sources,FAKE,"station,open,lay,late,home.,rather,never,test,tree.,—,shocking,claims,hoax,surface,internet."
F221,Flat Earth Confirmed by Sources,FAKE,"beyond,citizen,finish,eight,own.,responsibility,body,manage,information,ground.,front,follow,forward,clearly.,—,shocking,claims,flat,earth,surface,internet."
F054,Secret Cure Confirmed by Sources,FAKE,"poor,environment,look,former,conference,write.,magazine,job,short,material,describe.,sound,west,stop,drop,especially,property.,—,shocking,claims,secret,cure,surface,internet."
R000,New Report on Public Health,REAL,"throw,little,throughout,first.,kid,open,somebody,receive,sell,let.,civil,force,establish,world,wonder,program.,experts,discuss,ongoing,developments,public,health."
R178,New Report on Budget Report,REAL,"movie,act,suddenly,sound,certainly,surface,despite,a.,prevent,close,morning,perhaps,network.,soldier,upon,thank,part,fall.,experts,discuss,ongoing,developments,budget,report."
F006,Hoax Confirmed by Sources,FAKE,"today,think,value,floor,former.,respond,someone,eight,image,energy.,—,shocking,claims,hoax,surface,internet."
F174,Secret Cure Confirmed by Sources,FAKE,"newspaper,poor,anything,performance,improve.,news,entire,paper,owner,reflect,friend,bank.,—,shocking,claims,secret,cure,surface,internet."
R009,New Report on Election,REAL,"edge,director,bad.,american,wonder,then.,experts,discuss,ongoing,developments,election."
R122,New Report on Economic Growth,REAL,"account,help,wife,pm,shoulder,factor.,good,kitchen,national.,according,seat,risk,woman,particularly,upon.,time,fight,reveal,surface,black,their.,experts,discuss,ongoing,developments,economic,growth."
F189,Immortal Jellyfish Confirmed by Sources,FAKE,"listen,capital,style,benefit,approach,lot.,resource,order,guess.,—,shocking,claims,immortal,jellyfish,surface,internet."
R146,New Report on Technology Breakthrough,REAL,"mr,positive,around,dark.,person,hear,condition,speech,goal.,experts,discuss,ongoing,developments,technology,breakthrough."
R022,New Report on Climate Change,REAL,"site,however,beyond,behavior,car,successful,soon.,least,market,draw,able,test,spring,best,population.,population,quite,daughter,smile,music,television,environment,world.,experts,discuss,ongoing,developments,climate,change."
F177,Aliens Confirmed by Sources,FAKE,"hospital,water,outside,hour.,—,shocking,claims,aliens,surface,internet."
F021,Secret Cure Confirmed by Sources,FAKE,"forget,always,hope,skill,human,vote,eight.,page,member,place,safe,even,sea,morning.,—,shocking,claims,secret,cure,surface,internet."
R039,New Report on Economic Growth,REAL,"enter,policy,door,beat,lawyer,power,space.,education,half,push.,experts,discuss,ongoing,developments,economic,growth."
F061,Miracle Drug Confirmed by Sources,FAKE,"next,democrat,tell,view,small,eat.,wrong,professor,create,responsibility,relate,professor.,—,shocking,claims,miracle,drug,surface,internet."
R057,New Report on Technology Breakthrough,REAL,"ability,eat,southern,find,present,remember,capital.,human,voice,indeed.,experts,discuss,ongoing,developments,technology,breakthrough."
F154,Immortal Jellyfish Confirmed by Sources,FAKE,"eye,thousand,possible,name,head.,pattern,morning,tough,national.,box,nation,move.,—,shocking,claims,immortal,jellyfish,surface,internet."
F052,Mind Control Confirmed by Sources,FAKE,"consumer,station,new,scene,end,determine.,tv,ground,receive,image,property,detail,reality.,—,shocking,claims,mind,control,surface,internet."
F124,Flat Earth Confirmed by Sources,FAKE,"knowledge,feeling,community,price,house.,cover,factor,someone.,red,business,deal,daughter,serve.,—,shocking,claims,flat,earth,surface,internet."
R071,New Report on Budget Report,REAL,"none,final,ground,in.,policy,beat,present,entire,term,least.,exactly,land,young,water,everyone,likely.,experts,discuss,ongoing,developments,budget,report."
R152,New Report on Budget Report,REAL,"member,available,major.,memory,however,four,know,add,attorney,may.,dream,soon,consumer,example,defense,two,executive.,experts,discuss,ongoing,developments,budget,report."
F038,Mind Control Confirmed by Sources,FAKE,"technology,successful,focus,world,ask.,reflect,people,seven,director.,local,modern,choose,anyone,spend.,—,shocking,claims,mind,control,surface,internet."
F101,Immortal Jellyfish Confirmed by Sources,FAKE,"response,social,eat,behavior,care,myself.,short,century,assume,land,difference,part.,—,shocking,claims,immortal,jellyfish,surface,internet."
F203,Celebrity Scandal Confirmed by Sources,FAKE,"camera,quite,world,if.,—,shocking,claims,celebrity,scandal,surface,internet."
F192,Government Cover-Up Confirmed by Sources,FAKE,"across,statement,hit,note,television,type.,—,shocking,claims,government,cover-up,surface,internet."
R189,New Report on Climate Change,REAL,"lead,phone,brother.,couple,admit,south,maybe,there.,clearly,set,body.,experts,discuss,ongoing,developments,climate,change."
R098,New Report on Election,REAL,"book,stock,maybe,price,anything,soon.,really,scientist,peace,upon,situation.,around,case,information,face,low.,experts,discuss,ongoing,developments,election."
R149,New Report on Economic Growth,REAL,"well,movement,interest.,list,feeling,security,weight,series,agreement.,impact,easy.,experts,discuss,ongoing,developments,economic,growth."
